,date,volume,open,high,low,close,label,MA-5,MA-10,MA-20,MA-60,RSI-14,MACD,MACD_signal,MACD_hist,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,buy,sell,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
10,2012-12-17,47521357,11.8,11.8,11.55,11.55,1.0,-0.0077319587628862825,-0.0017286084701813138,,,,,,,1559,40,6480927,837,16339,15657, ,773,972,1,6480927,206,8197,8964,32261260,40366565,TW0002330008,5782181801,20138527558,22.3,77.69,100.0,100.0,25920709359,2012-05-18,8964000.0,206000.0,972000.0,1000.0,8197000.0,-2109007020.0,58079274.0,720000.0,0.0,800000.0,59599274.0,7970455.0,0.0
11,2012-12-18,46556214,11.55,11.75,11.55,11.65,1.0,-0.003421727972625952,0.0021505376344086325,,,,,,,1126,0,6480927,312,17153,16339, ,659,316,0,6480927,97,7978,8197,25430000,29962837,TW0002330008,5788230638,20132478721,22.33,77.66,100.0,100.0,25920709359,2012-05-18,8197000.0,97000.0,316000.0,0.0,7978000.0,-2109007020.0,59599274.0,756000.0,2029000.0,750000.0,59076274.0,8030589.0,0.0
12,2012-12-19,68423038,11.8,11.8,11.45,11.5,1.0,-0.015410958904109415,-0.009900990099009918,,,,,,,513,10,6480927,913,16743,17153, ,369,65,0,6480927,147,8060,7978,23719849,20471406,TW0002330008,5779172651,20141536708,22.29,77.7,100.0,100.0,25920709359,2012-05-18,7978000.0,147000.0,65000.0,0.0,8060000.0,-2109007020.0,59076274.0,161000.0,0.0,168000.0,59405274.0,8069160.0,0.0
13,2012-12-20,145227149,11.6,11.95,11.45,11.7,1.0,0.0068846815834767705,0.007318123116659412,,,,,,,1765,0,6480927,1693,16815,16743, ,1017,367,1,6480927,95,7787,8060,23171000,25690480,TW0002330008,5780991572,20139717787,22.3,77.69,100.0,100.0,25920709359,2012-05-18,8060000.0,95000.0,367000.0,1000.0,7787000.0,-2109007020.0,59405274.0,14000.0,51000.0,0.0,59368274.0,8039394.0,0.0
14,2012-12-21,92211039,11.8,11.9,11.6,11.65,1.0,0.0034453057708873996,0.003013344812742156,,,60.00000000000001,,,,1233,11,6480927,974,17063,16815, ,1163,429,1,6480927,103,7460,7787,21015000,27063927,TW0002330008,5787999499,20132709860,22.32,77.67,100.0,100.0,25920709359,2012-05-18,7787000.0,103000.0,429000.0,1000.0,7460000.0,-2109007020.0,59368274.0,158000.0,1000000.0,0.0,58526274.0,8014848.0,0.0
15,2012-12-22,50533065,11.7,11.8,11.6,11.65,1.0,0.00171969045571824,0.0012892135797162691,,,60.00000000000002,,,,405,0,6480927,1089,16379,17063, ,172,47,1,6480927,141,7553,7460,2358000,929994,TW0002330008,5786847499,20133861860,22.32,77.67,100.0,100.0,25920709359,2012-05-18,,,,,,,,,,,,,
16,2012-12-24,25807144,11.65,11.65,11.5,11.5,1.0,-0.008620689655172232,-0.012451696006869866,,,56.09648152246072,,,,520,0,6480927,384,16515,16379, ,355,106,0,6480927,38,7485,7553,11930000,8088309,TW0002330008,5788906808,20131802551,22.33,77.66,100.0,100.0,25920709359,2012-05-18,7553000.0,38000.0,106000.0,0.0,7485000.0,-2109007020.0,58560274.0,64000.0,4620000.0,0.0,54004274.0,7707398.0,0.0
17,2012-12-25,21796473,11.55,11.65,11.5,11.6,1.0,-0.0017211703958690018,-0.0042918454935622925,,,58.05565042038672,,,,640,2,6480927,1441,15712,16515, ,112,167,1,6480927,178,7495,7485,10802000,2687000,TW0002330008,5781755808,20138953551,22.3,77.69,100.0,100.0,25920709359,2012-05-18,7485000.0,178000.0,167000.0,1000.0,7495000.0,-2109007020.0,54004274.0,176000.0,0.0,300000.0,54480274.0,7606781.0,0.0
18,2012-12-26,49542797,11.6,11.85,11.6,11.65,1.0,0.0034453057708873996,0.003013344812742156,,,59.039862397705335,,,,391,15,6480927,1129,14959,15712, ,180,82,0,6480927,73,7486,7495,8348000,3139000,TW0002330008,5778974808,20141734551,22.29,77.7,100.0,100.0,25920709359,2012-05-18,7495000.0,73000.0,82000.0,0.0,7486000.0,-2109007020.0,54480274.0,66000.0,2202000.0,0.0,52344274.0,7519842.0,0.0
19,2012-12-27,29177746,11.65,11.7,11.6,11.7,1.0,0.0068846815834767705,0.007318123116659412,0.011017498379779608,,60.049401522098464,,,,894,9,6480927,186,15658,14959, ,655,133,0,6480927,41,7394,7486,17866012,14279346,TW0002330008,5775580154,20145129205,22.28,77.71,100.0,100.0,25920709359,2012-05-18,7486000.0,41000.0,133000.0,0.0,7394000.0,-2109007020.0,52344274.0,2000.0,419547.0,0.0,51926727.0,7455854.0,0.0
20,2012-12-28,53452226,11.8,11.85,11.7,11.7,1.0,0.006018916595012923,0.006018916595012769,0.008620689655172539,,60.049401522098464,,,,687,22,6480927,1121,15202,15658, ,290,228,3,6480927,171,7334,7394,19748000,11972517,TW0002330008,5767301671,20153407688,22.24,77.75,100.0,100.0,25920709359,2012-05-18,7394000.0,171000.0,228000.0,3000.0,7334000.0,-2109007020.0,51926727.0,10000.0,1600000.0,100000.0,50436727.0,7467166.0,0.0
21,2013-01-02,44320016,11.8,11.9,11.65,11.8,1.0,0.009409751924722242,0.0133104336625162,0.014181349376880183,,62.209830293078994,,,,2883,0,6480927,2862,15223,15202, ,1691,102,0,6480927,701,7933,7334,25530489,10422316,TW0002330008,5750905977,20169803382,22.18,77.81,100.0,100.0,25920709359,2012-05-18,7334000.0,701000.0,102000.0,0.0,7933000.0,-2109007020.0,50436727.0,508000.0,12000.0,494000.0,51426727.0,7594981.0,0.0
22,2013-01-03,171773020,11.95,12.55,11.95,12.35,2.0,0.04307432432432446,0.05285592497868706,0.05804240736774472,,71.37770211667947,,,,1141,1,6480927,2291,14072,15223, ,812,257,0,6480927,394,8070,7933,34741100,20442912,TW0002330008,5735950789,20184758570,22.12,77.87,100.0,100.0,25920709359,2012-05-18,7933000.0,394000.0,257000.0,0.0,8070000.0,-2109007020.0,51426727.0,156000.0,2200000.0,0.0,49382727.0,7688803.0,0.0
23,2013-01-04,106856008,12.35,12.55,12.2,12.4,2.0,0.034195162635529776,0.05084745762711861,0.05915011744608164,,72.04173846394491,,,,367,1,6480927,1227,13211,14072, ,367,128,1,6480927,137,8078,8070,34725806,25683195,TW0002330008,5726636178,20194073181,22.09,77.9,100.0,100.0,25920709359,2012-05-18,8070000.0,137000.0,128000.0,1000.0,8078000.0,-2109007020.0,49382727.0,72000.0,0.0,0.0,49454727.0,7813498.0,0.0
24,2013-01-07,55917332,12.4,12.4,12.1,12.2,2.0,0.009098428453267264,0.029101644875579827,0.039625053259480174,,65.49616226884689,,,,658,0,6480927,852,13017,13211, ,624,325,0,6480927,241,7994,8078,27687000,29198300,TW0002330008,5726645478,20194063881,22.09,77.9,100.0,100.0,25920709359,2012-05-18,8078000.0,241000.0,325000.0,0.0,7994000.0,-2109007020.0,49454727.0,328000.0,0.0,0.0,49782727.0,7667010.0,0.0
25,2013-01-08,55647575,12.2,12.35,12.0,12.1,2.0,-0.005751848808545482,0.016806722689075723,0.028255789250053075,,62.44130879910844,,,,1356,0,6480927,772,13601,13017, ,435,375,2,6480927,129,7746,7994,17586200,16551374,TW0002330008,5725104652,20195604707,22.08,77.91,100.0,100.0,25920709359,2012-05-18,7994000.0,129000.0,375000.0,2000.0,7746000.0,-2109007020.0,49782727.0,1000.0,2700000.0,0.0,47083727.0,7608328.0,0.0
26,2013-01-09,70863789,12.0,12.05,11.85,11.85,2.0,-0.027093596059113025,-0.007121910347716723,0.005089058524173071,,55.475088193075415,,,,600,0,6480927,587,13614,13601, ,330,35,5,6480927,233,7939,7746,17511023,11221316,TW0002330008,5720385945,20200323414,22.06,77.93,100.0,100.0,25920709359,2012-05-18,7746000.0,233000.0,35000.0,5000.0,7939000.0,-2109007020.0,47083727.0,1000.0,1041000.0,0.0,46043727.0,7444940.0,0.0
27,2013-01-10,54746300,12.0,12.0,11.8,11.8,2.0,-0.02236951118475527,-0.012965286491007746,-0.0002118195297604513,,54.173344291163026,,,,1174,1,6480927,750,14037,13614, ,465,79,0,6480927,142,8002,7939,31880000,28178853,TW0002330008,5717467798,20203241561,22.05,77.94,100.0,100.0,25920709359,2012-05-18,7939000.0,142000.0,79000.0,0.0,8002000.0,-2109007020.0,46043727.0,530000.0,3000000.0,0.0,43573727.0,7298430.0,0.0
28,2013-01-11,31247653,11.9,11.95,11.8,11.85,2.0,-0.009197324414715526,-0.010438413361168956,0.004662992793556719,,55.30285922324837,,,,312,12,6480927,620,13717,14037, ,176,78,0,6480927,202,8126,8002,19195186,11318515,TW0002330008,5709272127,20211437232,22.02,77.97,100.0,100.0,25920709359,2012-05-18,8002000.0,202000.0,78000.0,0.0,8126000.0,-2109007020.0,43573727.0,164000.0,0.0,0.0,43737727.0,7074947.0,0.0
29,2013-01-14,37858051,11.85,11.85,11.7,11.8,2.0,-0.006734006734006294,-0.01543596161868963,0.0,,53.87288333316178,,,,511,20,6481108,823,13385,13717, ,312,67,0,6481108,129,8188,8126,19676000,11224350,TW0002330008,5697925729,20222783630,21.98,78.01,100.0,100.0,25920709359,2012-05-18,8126000.0,129000.0,67000.0,0.0,8188000.0,-2108825675.0,43737727.0,7000.0,0.0,0.0,43744727.0,6719556.0,0.0
30,2013-01-15,47248100,11.85,11.85,11.6,11.65,2.0,-0.011874469889736667,-0.0275459098497493,-0.013130029648453992,,49.719395809295584,,,,673,0,6481108,593,13465,13385, ,194,278,0,6481108,129,8039,8188,27629958,29462661,TW0002330008,5696377432,20224331927,21.97,78.02,100.0,100.0,25920709359,2012-05-18,8188000.0,129000.0,278000.0,0.0,8039000.0,-2108825675.0,43744727.0,0.0,1500000.0,0.0,42244727.0,6665920.0,0.0
31,2013-01-16,42384484,11.65,11.7,11.5,11.5,2.0,-0.018771331058020084,-0.037656903765690176,-0.025217207035388805,,45.907743162335805,,,,504,3,6481108,277,13689,13465, ,134,230,0,6481108,170,7979,8039,25820054,28645840,TW0002330008,5695807218,20224902141,21.97,78.02,100.0,100.0,25920709359,2012-05-18,8039000.0,170000.0,230000.0,0.0,7979000.0,-2108825675.0,42244727.0,0.0,0.0,0.0,42244727.0,6615394.0,0.0
32,2013-01-17,52357386,11.6,11.6,11.2,11.2,1.0,-0.034482758620689245,-0.05365441487114475,-0.04943772544027156,,39.401697771858785,,,,1004,3,6481108,864,13826,13689, ,288,271,175,6481108,247,7780,7979,32001500,30815319,TW0002330008,5694912451,20225796908,21.97,78.02,100.0,100.0,25920709359,2012-05-18,7979000.0,247000.0,271000.0,175000.0,7780000.0,-2108825675.0,42244727.0,1500000.0,10195000.0,0.0,33549727.0,6481949.0,0.0
33,2013-01-18,48558324,11.3,11.55,11.3,11.5,2.0,-0.002601908065914488,-0.02085994040017007,-0.023147165003185314,,47.425672547618,-0.005483720804607017,0.09443757992545877,-0.09992130073006579,701,7,6481108,1718,12802,13826, ,1558,100,1,6481108,665,8344,7780,45343278,24548000,TW0002330008,5673046173,20247663186,21.88,78.11,100.0,100.0,25920709359,2012-05-18,7780000.0,665000.0,100000.0,1000.0,8344000.0,-2108825675.0,33549727.0,0.0,0.0,0.0,33549727.0,6591101.0,0.0
34,2013-01-21,19466956,11.4,11.45,11.35,11.45,2.0,-0.0008726003490396565,-0.01885175664095963,-0.02656748140276302,,46.32470332720172,-0.021013461015760626,0.07134737173721489,-0.09236083275297552,359,1,6481108,351,12809,12802, ,139,350,1,6481108,41,8034,8344,12395700,13510817,TW0002330008,5674380222,20246329137,21.89,78.1,100.0,100.0,25920709359,2012-05-18,8344000.0,41000.0,350000.0,1000.0,8034000.0,-2108825675.0,33549727.0,0.0,494000.0,0.0,33055727.0,6459075.0,0.0
35,2013-01-22,14579465,11.45,11.5,11.35,11.5,2.0,0.006124234470691658,-0.009474590869939507,-0.021692896639727694,,47.6338755912342,-0.028952562765059753,0.05128738483675996,-0.08023994760181971,292,2,6481108,513,12586,12809, ,269,257,40,6481108,66,7803,8034,19687000,15947144,TW0002330008,5671550366,20249158993,21.88,78.11,100.0,100.0,25920709359,2012-05-18,8034000.0,66000.0,257000.0,40000.0,7803000.0,-2108825675.0,33055727.0,0.0,4478000.0,0.0,28577727.0,6399613.0,0.0
36,2013-01-23,31268625,11.4,11.6,11.4,11.45,2.0,0.0026269702276713208,-0.010371650821088957,-0.025739204424590385,,46.41471008208877,-0.038831316981577046,0.03326364447309256,-0.0720949614546696,127,241,6481108,353,12119,12586, ,79,12,170,6481108,72,7693,7803,29456000,24815717,TW0002330008,5666634083,20254075276,21.86,78.13,100.0,100.0,25920709359,2012-05-18,7803000.0,72000.0,12000.0,170000.0,7693000.0,-2108825675.0,28577727.0,0.0,5203000.0,0.0,23374727.0,6333966.0,0.0
37,2013-01-24,35589934,11.4,11.6,11.35,11.4,2.0,-0.005235602094240109,-0.011274934952298267,-0.029167553757717492,,45.1696839001139,-0.050117163538885734,0.0165874828706969,-0.06670464640958264,838,6,6481108,410,12541,12119, ,452,357,0,6481108,90,7426,7693,24316130,36999226,TW0002330008,5679720179,20240989180,21.91,78.08,100.0,100.0,25920709359,2012-05-18,7693000.0,90000.0,357000.0,0.0,7426000.0,-2108825675.0,23374727.0,0.0,1500000.0,102264.0,21976991.0,6323171.0,0.0
38,2013-01-25,30430010,11.4,11.5,11.25,11.25,2.0,-0.014022787028921397,-0.019180470793374073,-0.04030710172744708,,41.567371726926,-0.0703540272115486,-0.0008008191457521997,-0.0695532080657964,1586,10,6481108,405,13712,12541, ,938,493,0,6481108,222,7155,7426,30826410,42839523,TW0002330008,5689932292,20230777067,21.95,78.04,100.0,100.0,25920709359,2012-05-18,7426000.0,222000.0,493000.0,0.0,7155000.0,-2108825675.0,21976991.0,0.0,1207000.0,380000.0,21149991.0,6343769.0,0.0
39,2013-01-28,15135766,11.3,11.45,11.3,11.35,2.0,-0.003511852502194367,-0.006564551422319567,-0.03032891926527114,,44.731853639299,-0.07743015655951524,-0.01612668662850481,-0.061303469931010435,419,1,6481108,414,13715,13711, ,222,143,2,6481108,178,7188,7155,21293000,25889000,TW0002330008,5694014292,20226695067,21.96,78.03,100.0,100.0,25920709359,2012-05-18,7155000.0,178000.0,143000.0,2000.0,7188000.0,-2108825675.0,21149991.0,0.0,3264000.0,800000.0,18685991.0,6310957.0,0.0
40,2013-01-29,40765900,11.45,11.6,11.4,11.55,2.0,0.01315789473684261,0.011826544021025105,-0.01260953195127156,,50.505126622180995,-0.066137321643426,-0.02612881363148905,-0.04000850801193696,231,7,6481108,1645,12295,13716, ,226,119,0,6481108,406,7475,7188,29066900,22593424,TW0002330008,5683976816,20236732543,21.92,78.07,100.0,100.0,25920709359,2012-05-18,7188000.0,406000.0,119000.0,0.0,7475000.0,-2108825675.0,18685991.0,0.0,617000.0,793000.0,18861991.0,6239921.0,0.0
41,2013-01-30,40018292,11.65,11.65,11.5,11.65,2.0,0.018356643356643908,0.019247594050743715,-0.0034217279726261036,,53.14082965805176,-0.048558749311521154,-0.03061480076749547,-0.017943948544025683,230,1,6481108,670,11854,12295, ,314,60,1,6481108,184,7598,7475,27021677,18158684,TW0002330008,5672823823,20247885536,21.88,78.11,100.0,100.0,25920709359,2012-05-18,7475000.0,184000.0,60000.0,1000.0,7598000.0,-2108825675.0,18861991.0,15000.0,4500000.0,893000.0,15269991.0,6196133.0,0.0
42,2013-01-31,33537904,11.65,11.65,11.45,11.5,2.0,0.003490401396161106,0.003490401396160639,-0.012663661729984897,,48.93160895298435,-0.046198799486678155,-0.033731600511332005,-0.01246719897534615,261,4,6481108,238,11873,11854, ,371,189,0,6481108,62,7471,7598,38659744,39276248,TW0002330008,5671946327,20248763032,21.88,78.11,100.0,100.0,25920709359,2012-05-18,7598000.0,62000.0,189000.0,0.0,7471000.0,-2108825675.0,15269991.0,470000.0,4000000.0,847000.0,12586991.0,6293466.0,0.0
43,2013-02-01,26031567,11.5,11.65,11.5,11.6,2.0,0.006071118820468834,0.01133391455972108,-0.0006461339651086374,,51.679492230619104,-0.035846145926056394,-0.034154509594276884,-0.00169163633177951,135,1,6481108,475,11532,11873, ,71,33,1,6481108,67,7504,7471,22278126,18638272,TW0002330008,5667896473,20252812886,21.86,78.13,100.0,100.0,25920709359,2012-05-18,7471000.0,67000.0,33000.0,1000.0,7504000.0,-2108825675.0,12586991.0,34000.0,250000.0,780000.0,13150991.0,6211426.0,0.0
44,2013-02-04,25603175,11.65,11.7,11.55,11.65,2.0,0.005176876617774603,0.01392515230635352,0.006044905008635603,,53.04008480852863,-0.023337985490513802,-0.03199120477352427,0.008653219283010466,461,7,6481108,1110,10876,11532, ,222,139,2,6481108,172,7535,7504,32360000,19594672,TW0002330008,5652440321,20268269038,21.8,78.19,100.0,100.0,25920709359,2012-05-18,7504000.0,172000.0,139000.0,2000.0,7535000.0,-2108825675.0,13150991.0,0.0,0.0,0.0,13150991.0,6214778.0,0.0
45,2013-02-05,28816886,11.6,11.6,11.4,11.4,2.0,-0.013840830449826244,-0.0069686411149825845,-0.012559549588566442,,46.057005230004286,-0.033215204687845556,-0.03223600475638853,-0.0009791999314570296,274,3,6481108,253,10894,10876, ,264,120,1,6481108,42,7456,7535,13856000,10800025,TW0002330008,5648485346,20272224013,21.79,78.2,100.0,100.0,25920709359,2012-05-18,7535000.0,42000.0,120000.0,1000.0,7456000.0,-2108825675.0,13150991.0,0.0,350000.0,680000.0,13480991.0,6278188.0,0.0
46,2013-02-06,26463556,11.35,11.45,11.35,11.35,2.0,-0.013043478260868987,-0.010462074978203943,-0.014756944444444439,,44.7869888419976,-0.044563849874499795,-0.03470157378001078,-0.009862276094489017,730,11,6481423,1016,10597,10894, ,113,167,6,6481423,209,7492,7456,28051333,16174604,TW0002330008,5640550617,20280158742,21.76,78.23,100.0,100.0,25920709359,2012-05-18,7456000.0,209000.0,167000.0,6000.0,7492000.0,-2108511013.0,13480991.0,3000.0,7504000.0,750000.0,6729991.0,6378951.0,0.0
47,2013-02-18,81393644,11.35,11.35,11.05,11.15,2.0,-0.024496937882763994,-0.02577544779379626,-0.029379760609358027,,40.03184253328893,-0.06890180436689697,-0.04154161989738801,-0.027360184469508955,1296,3,6481423,914,10976,10597, ,415,104,1,6481423,152,7539,7492,58565600,42614413,TW0002330008,5621528430,20299180929,21.68,78.31,100.0,100.0,25920709359,2012-05-18,7492000.0,152000.0,104000.0,1000.0,7539000.0,-2108511013.0,6729991.0,9000.0,0.0,0.0,6738991.0,6701215.0,0.0
48,2013-02-19,48857085,11.15,11.4,11.1,11.35,2.0,-0.0026362038664316588,-0.009166302924487007,-0.009814612868048044,,46.18502565953968,-0.07123038062883857,-0.04747937204367812,-0.023751008585160452,452,0,6481423,504,10924,10976, ,225,95,0,6481423,110,7554,7539,17685000,14059866,TW0002330008,5616769296,20303940063,21.66,78.33,100.0,100.0,25920709359,2012-05-18,7539000.0,110000.0,95000.0,0.0,7554000.0,-2108511013.0,6738991.0,15000.0,90000.0,0.0,6663991.0,6768203.0,0.0
49,2013-02-20,43724555,11.4,11.4,11.2,11.25,2.0,-0.004424778761061383,-0.01703800786369581,-0.016178399650196653,,43.76689607401323,-0.08022022948786578,-0.054027543532515654,-0.026192685955350126,576,0,6481423,712,10788,10924, ,170,95,0,6481423,197,7656,7554,37115295,25795688,TW0002330008,5603131689,20317577670,21.61,78.38,100.0,100.0,25920709359,2012-05-18,7554000.0,197000.0,95000.0,0.0,7656000.0,-2108511013.0,6663991.0,0.0,0.0,0.0,6663991.0,6886315.0,0.0
50,2013-02-21,27672141,11.2,11.25,11.15,11.15,2.0,-0.008888888888888231,-0.022358614642700485,-0.02278702892199823,,41.4308219741891,-0.09432657569379543,-0.06208734996477161,-0.032239225729023824,414,42,6481423,174,10986,10788, ,113,157,0,6481423,64,7563,7656,26557042,26532974,TW0002330008,5600889621,20319819738,21.6,78.39,100.0,100.0,25920709359,2012-05-18,7656000.0,64000.0,157000.0,0.0,7563000.0,-2108511013.0,6663991.0,122000.0,0.0,0.0,6785991.0,6918625.0,0.0
51,2013-02-22,35230683,11.15,11.3,11.15,11.2,2.0,-0.0017825311942953883,-0.014084507042253534,-0.017112768758227318,,43.06710645435145,-0.10031500561930962,-0.06973288109567921,-0.030582124523630405,1690,1,6481423,322,12353,10986, ,326,359,5,6481423,40,7239,7563,24572000,36984089,TW0002330008,5614698582,20306010777,21.66,78.33,100.0,100.0,25920709359,2012-05-18,7563000.0,40000.0,359000.0,5000.0,7239000.0,-2108511013.0,6785991.0,16000.0,250000.0,0.0,6551991.0,6911495.0,0.0
52,2013-02-23,15674165,11.3,11.3,11.2,11.2,2.0,-0.0026714158504001825,-0.011473962930273678,-0.017112768758227318,,43.06710645435145,-0.10386360449976273,-0.07655902577649591,-0.027304578723266817,330,0,6481423,737,11946,12353, ,124,150,5,6481423,146,7230,7239,4783000,1908000,TW0002330008,5610562582,20310146777,21.64,78.35,100.0,100.0,25920709359,2012-05-18,,,,,,,,,,,,,
53,2013-02-25,25701254,11.25,11.35,11.2,11.25,2.0,0.0035682426405002727,-0.003984063745019914,-0.011640676477047971,,44.85389791927792,-0.1014716109787539,-0.0815415428169475,-0.019930068161806397,1229,2,6481423,146,13027,11946, ,107,153,2,6481423,72,7147,7230,26429000,30442375,TW0002330008,5614943957,20305765402,21.66,78.33,100.0,100.0,25920709359,2012-05-18,7230000.0,72000.0,153000.0,2000.0,7147000.0,-2108511013.0,6565991.0,0.0,115000.0,0.0,6450991.0,6668514.0,0.0
