,date,volume,open,high,low,close
97,2013-05-02,3886984471,8111.43,8139.49,8095.7,8128.51
98,2013-05-03,3898459418,8157.51,8175.33,8121.07,8135.03
99,2013-05-06,3714535181,8188.48,8197.52,8153.96,8169.05
100,2013-05-07,3572342962,8177.58,8181.8,8145.1,8163.06
101,2013-05-08,4292800880,8177.94,8284.09,8177.94,8267.09
102,2013-05-09,4207494379,8314.37,8322.69,8279.46,8285.89
103,2013-05-10,3869318137,8284.38,8297.33,8258.62,8280.26
104,2013-05-13,3418289059,8285.45,8296.54,8230.65,8248.32
105,2013-05-14,3526590029,8272.2,8295.41,8233.98,8251.82
106,2013-05-15,4088508459,8264.1,8320.32,8251.51,8318.59
107,2013-05-16,5599922007,8362.49,8414.88,8346.45,8390.05
108,2013-05-17,4376172344,8377.26,8402.34,8356.79,8368.19
109,2013-05-20,3666858735,8364.95,8385.68,8347.33,8377.05
110,2013-05-21,4489778694,8381.36,8420.68,8361.96,8383.05
111,2013-05-22,4750725313,8414.06,8439.15,8376.21,8398.84
112,2013-05-23,5514716549,8367.85,8373.09,8235.5,8237.83
113,2013-05-24,4139883642,8273.21,8277.56,8172.54,8209.78
114,2013-05-27,3316386166,8218.88,8280.1,8210.32,8280.1
115,2013-05-28,3512028893,8289.15,8303.71,8261.54,8263.05
116,2013-05-29,4154548907,8303.2,8344.21,8303.2,8337.9
117,2013-05-30,4129262224,8316.97,8316.97,8228.8,8243.29
118,2013-05-31,5184520730,8318.77,8334.44,8237.08,8254.8
119,2013-06-03,3626255851,8177.97,8225.79,8149.45,8201.02
120,2013-06-04,3625821845,8243.22,8250.17,8180.39,8191.22
121,2013-06-05,3840086368,8195.52,8216.31,8161.1,8181.91
122,2013-06-06,3916207032,8135.56,8162.25,8088.31,8096.14
123,2013-06-07,4194889914,8113.95,8146.78,8071.98,8095.2
124,2013-06-10,3216702622,8161.51,8190.87,8142.71,8160.55
125,2013-06-11,3208860813,8178.95,8178.95,8116.15,8116.15
126,2013-06-13,3963143317,8041.5,8057.33,7951.66,7951.66
127,2013-06-14,3627956534,7978.75,7989.19,7912.37,7937.74
128,2013-06-17,2784515474,7953.65,7999.43,7940.72,7992.89
129,2013-06-18,3118072627,7994.81,8024.95,7955.74,8011.02
130,2013-06-19,3225517435,8033.32,8056.19,8005.57,8007.39
131,2013-06-20,3788215686,7952.36,7962.76,7890.93,7898.91
132,2013-06-21,5261553229,7778.84,7815.79,7739.09,7793.31
133,2013-06-24,4014341904,7788.45,7815.1,7744.49,7758.03
134,2013-06-25,4644435318,7750.34,7792.27,7663.23,7663.23
135,2013-06-26,4465873963,7789.34,7821.14,7742.2,7784.8
136,2013-06-27,4330119001,7841.32,7884.13,7834.33,7883.9
137,2013-06-28,4061176064,7928.54,8062.21,7891.06,8062.21
138,2013-07-01,3796010435,8011.95,8063.47,7974.15,8036.0
139,2013-07-02,3567903105,8061.84,8064.12,8012.79,8015.86
140,2013-07-03,3963116182,7991.53,7995.3,7899.08,7911.42
141,2013-07-04,3447442194,7919.26,7927.08,7877.06,7893.72
142,2013-07-05,3656516527,7932.3,8018.93,7926.35,8001.82
143,2013-07-08,3350595761,7980.11,7992.16,7885.0,7886.34
144,2013-07-09,3302962375,7891.53,7975.64,7891.37,7971.18
145,2013-07-10,4075988587,7974.99,8057.92,7974.99,8011.69
146,2013-07-11,4830116676,8080.97,8179.54,8080.97,8179.54
147,2013-07-12,3936625900,8187.86,8220.49,8169.92,8220.49
148,2013-07-15,3758136649,8178.26,8254.68,8175.55,8254.68
149,2013-07-16,4025922694,8243.62,8260.11,8222.17,8260.11
150,2013-07-17,4398466575,8239.1,8260.25,8208.71,8258.95
151,2013-07-18,4514844661,8238.28,8265.7,8181.99,8194.88
152,2013-07-19,4504053517,8117.94,8139.81,8046.7,8062.03
153,2013-07-22,3453847966,8092.03,8137.37,8092.03,8105.45
154,2013-07-23,4615604550,8152.72,8220.89,8145.09,8214.65
155,2013-07-24,4056224917,8222.85,8233.1,8172.23,8196.19
156,2013-07-25,3861445706,8173.19,8203.49,8140.41,8163.58
157,2013-07-26,3408937577,8188.36,8222.82,8135.73,8149.4
158,2013-07-29,3142985955,8146.14,8163.89,8074.29,8084.5
159,2013-07-30,3390053940,8113.17,8176.74,8112.91,8163.55
160,2013-07-31,3845143614,8163.44,8170.57,8107.6,8107.94
161,2013-08-01,3671676075,8110.73,8113.4,8056.22,8056.22
162,2013-08-02,4011109307,8114.51,8162.91,8087.1,8099.88
163,2013-08-05,3550412284,8104.2,8143.44,8075.99,8138.63
164,2013-08-06,3902801384,8129.85,8129.85,8028.93,8038.91
165,2013-08-07,3722394097,7993.57,7993.57,7921.29,7921.29
166,2013-08-08,3712670886,7910.2,7932.35,7894.18,7907.67
167,2013-08-09,3650073209,7955.0,7955.0,7853.97,7856.14
168,2013-08-12,3254217828,7878.22,7908.68,7862.04,7903.38
169,2013-08-13,3721182172,7935.79,7986.27,7935.79,7986.27
170,2013-08-14,3686770195,7978.74,7981.56,7926.23,7951.33
171,2013-08-15,3866014984,7903.01,7916.02,7850.27,7887.26
172,2013-08-16,3659370758,7854.68,7949.43,7850.49,7925.0
173,2013-08-19,3301823968,7937.45,7944.74,7888.87,7900.21
174,2013-08-20,3866700252,7896.38,7924.52,7829.78,7832.65
175,2013-08-22,4088917470,7779.44,7825.56,7737.33,7814.38
176,2013-08-23,3499474025,7863.73,7895.13,7845.92,7873.31
177,2013-08-26,2920586170,7906.52,7913.74,7874.05,7894.97
178,2013-08-27,3444528083,7875.93,7895.23,7820.84,7820.84
179,2013-08-28,3145138363,7776.87,7834.11,7761.76,7824.54
180,2013-08-29,3432274342,7841.99,7931.05,7841.99,7917.66
181,2013-08-30,3639396801,7949.99,8021.89,7936.82,8021.89
182,2013-09-02,3322699876,8010.15,8052.71,7993.13,8038.86
183,2013-09-03,3824029457,8095.66,8102.66,8067.62,8088.37
184,2013-09-04,3644065238,8066.67,8094.12,8041.49,8083.44
185,2013-09-05,4395684610,8109.24,8169.1,8107.22,8169.1
186,2013-09-06,4225539734,8180.53,8182.56,8155.5,8164.2
187,2013-09-09,3857629884,8176.47,8192.11,8117.87,8192.11
188,2013-09-10,4138024555,8217.21,8238.91,8155.87,8208.77
189,2013-09-11,3956542269,8174.54,8208.99,8137.07,8208.99
190,2013-09-12,3930057173,8180.38,8226.61,8177.03,8225.36
191,2013-09-13,3088068843,8210.15,8228.67,8162.14,8168.2
192,2013-09-14,2114813237,8169.41,8176.76,8142.48,8142.48
193,2013-09-16,3360912354,8189.61,8255.34,8189.61,8255.34
194,2013-09-17,2976525632,8241.03,8249.78,8218.94,8249.78
195,2013-09-18,3061671134,8248.18,8263.05,8209.18,8209.18
196,2013-09-23,3613531543,8226.8,8293.03,8221.34,8292.83
197,2013-09-24,3810926656,8295.5,8310.94,8265.55,8299.12
198,2013-09-25,3710404094,8283.6,8285.28,8253.43,8283.9
199,2013-09-26,3542500680,8290.1,8290.1,8184.68,8184.68
200,2013-09-27,3705523719,8222.13,8244.86,8207.72,8230.68
201,2013-09-30,3313682792,8174.86,8204.4,8137.11,8173.87
202,2013-10-01,3361239697,8173.99,8222.38,8172.79,8187.02
203,2013-10-02,4004860202,8215.96,8228.81,8204.34,8216.52
204,2013-10-03,5249849734,8231.68,8376.79,8231.68,8359.02
205,2013-10-04,4233382963,8345.82,8376.06,8336.61,8364.55
206,2013-10-07,4413800906,8354.91,8361.5,8323.79,8333.66
207,2013-10-08,4317402936,8340.33,8375.65,8311.59,8375.65
208,2013-10-09,4305997562,8352.25,8378.37,8330.79,8344.73
209,2013-10-11,4340289031,8407.45,8433.53,8349.37,8349.37
210,2013-10-14,3924007278,8339.99,8343.65,8269.16,8273.96
211,2013-10-15,3953632042,8320.48,8368.02,8320.48,8367.88
212,2013-10-16,3669610547,8384.03,8384.03,8332.18,8332.18
213,2013-10-17,3887295477,8390.88,8415.16,8364.89,8374.68
214,2013-10-18,4048585357,8416.33,8441.19,8390.32,8441.19
215,2013-10-21,3516731374,8456.68,8459.3,8400.06,8419.32
216,2013-10-22,3544728152,8407.62,8425.31,8376.27,8418.27
217,2013-10-23,3616278464,8419.8,8438.95,8380.15,8393.62
218,2013-10-24,3258704660,8364.45,8413.72,8346.52,8413.72
219,2013-10-25,3681310925,8380.31,8390.25,8322.15,8346.62
220,2013-10-28,3202412212,8365.43,8414.81,8348.42,8407.83
221,2013-10-29,3356116908,8394.85,8432.9,8380.21,8420.98
222,2013-10-30,3657931961,8429.4,8465.06,8419.21,8465.06
223,2013-10-31,4012708873,8437.76,8469.58,8424.47,8450.06
224,2013-11-01,3927695863,8474.47,8476.63,8378.94,8388.18
225,2013-11-04,3787812653,8371.83,8371.83,8333.63,8354.14
226,2013-11-05,4093941401,8354.92,8372.8,8262.2,8262.2
227,2013-11-06,3999927201,8275.07,8297.57,8232.5,8281.97
228,2013-11-07,3965980572,8298.06,8298.06,8250.72,8283.71
229,2013-11-08,3490545609,8235.3,8266.72,8216.33,8229.59
230,2013-11-11,3309894102,8228.9,8242.41,8168.92,8182.56
231,2013-11-12,3832069897,8233.62,8233.62,8160.17,8195.26
232,2013-11-13,3371473976,8199.26,8199.26,8104.26,8104.26
233,2013-11-14,3767853276,8137.82,8161.7,8100.73,8134.91
234,2013-11-15,3512310491,8168.9,8210.1,8160.28,8177.12
235,2013-11-18,3309812935,8201.85,8226.61,8186.47,8191.46
236,2013-11-19,3815307473,8215.0,8260.82,8215.0,8260.21
237,2013-11-20,3698829633,8250.31,8262.91,8204.46,8204.46
238,2013-11-21,3509118140,8197.86,8203.45,8093.82,8099.45
239,2013-11-22,3060399834,8107.98,8142.72,8107.98,8116.78
240,2013-11-25,3399008367,8182.9,8217.62,8182.9,8187.51
241,2013-11-26,4424080862,8200.7,8281.38,8187.28,8248.02
242,2013-11-27,3840156888,8287.63,8312.32,8279.51,8295.88
243,2013-11-28,4286908194,8320.65,8377.81,8320.65,8362.43
244,2013-11-29,3969251094,8374.14,8414.79,8365.32,8406.83
245,2013-12-02,3307304400,8429.24,8437.13,8391.82,8414.61
246,2013-12-03,3525402841,8407.74,8418.23,8390.73,8392.55
247,2013-12-04,3964590400,8379.44,8435.23,8375.79,8418.0
248,2013-12-05,3712162213,8430.53,8437.6,8362.39,8375.54
249,2013-12-06,3555190662,8372.61,8410.19,8361.99,8367.72
250,2013-12-09,3749626349,8439.76,8477.87,8433.81,8444.62
251,2013-12-10,3455185084,8451.81,8459.49,8421.59,8443.39
252,2013-12-11,4053926011,8450.96,8501.77,8413.52,8433.77
253,2013-12-12,3298692104,8405.62,8406.93,8361.33,8361.33
254,2013-12-13,3451078456,8355.01,8391.82,8346.83,8376.94
255,2013-12-16,3271464953,8368.83,8374.21,8313.87,8313.87
256,2013-12-17,3383279019,8351.98,8384.26,8351.98,8352.93
257,2013-12-18,3413692890,8361.75,8375.52,8333.31,8349.04
258,2013-12-19,3838717965,8400.39,8426.08,8378.78,8407.4
259,2013-12-20,3728157860,8400.21,8439.37,8392.38,8408.53
260,2013-12-23,3881611236,8441.16,8477.47,8441.16,8456.46
261,2013-12-24,3216165182,8473.02,8478.09,8450.49,8450.49
262,2013-12-25,3199800918,8461.49,8484.05,8457.87,8467.76
263,2013-12-26,3035044287,8467.73,8492.71,8465.85,8485.89
264,2013-12-27,3586324985,8490.73,8543.5,8488.44,8535.04
265,2013-12-30,4059025368,8552.13,8623.43,8552.13,8623.43
266,2013-12-31,4178303891,8636.5,8647.24,8593.75,8611.51
267,2014-01-02,4462792827,8618.6,8632.81,8587.54,8612.54
268,2014-01-03,4406184851,8584.74,8584.74,8537.86,8546.54
269,2014-01-06,4556810541,8553.0,8568.24,8488.64,8500.01
270,2014-01-07,4489316946,8515.36,8547.19,8512.3,8512.3
271,2014-01-08,5447851596,8548.61,8587.08,8548.61,8556.01
272,2014-01-09,6277065462,8555.8,8569.11,8506.02,8514.68
273,2014-01-10,4771243707,8559.18,8559.18,8521.5,8529.35
274,2014-01-13,4633450841,8587.49,8607.23,8558.96,8566.2
275,2014-01-14,4247023670,8545.46,8568.31,8523.46,8548.14
276,2014-01-15,5319587288,8567.81,8619.56,8567.81,8602.55
277,2014-01-16,5077337947,8653.54,8668.95,8610.24,8612.11
278,2014-01-17,4520607851,8628.49,8628.86,8580.49,8596.0
279,2014-01-20,4366334148,8595.59,8636.21,8584.5,8621.56
280,2014-01-21,4815020744,8639.71,8650.14,8599.9,8599.9
281,2014-01-22,4236741166,8598.98,8633.57,8596.99,8625.3
282,2014-01-23,4026745869,8644.56,8647.87,8595.1,8595.1
283,2014-01-24,3568470362,8581.49,8608.64,8577.14,8598.31
284,2014-01-27,4003706710,8519.48,8519.48,8442.19,8462.57
285,2014-02-05,4841976045,8290.17,8313.83,8230.46,8264.48
286,2014-02-06,4387575958,8286.16,8333.56,8284.77,8311.01
287,2014-02-07,4348437885,8383.99,8409.03,8356.93,8387.35
288,2014-02-10,3970822789,8416.42,8447.02,8391.95,8391.95
289,2014-02-11,3914312163,8413.86,8439.33,8401.54,8430.56
290,2014-02-12,4674053480,8471.51,8510.87,8471.51,8510.87
291,2014-02-13,4053166036,8506.22,8511.02,8467.7,8467.7
292,2014-02-14,4320602347,8524.54,8566.99,8508.24,8513.68
293,2014-02-17,3686837384,8537.83,8558.5,8512.6,8519.55
294,2014-02-18,3733814444,8530.81,8556.23,8506.06,8556.23
295,2014-02-19,4186950071,8565.06,8577.01,8543.15,8577.01
296,2014-02-20,4589537803,8555.27,8567.5,8513.08,8524.62
297,2014-02-21,4700308126,8571.29,8612.08,8571.29,8601.86
298,2014-02-24,4508539839,8603.61,8612.21,8541.65,8560.61
299,2014-02-25,4437477089,8581.14,8598.73,8564.51,8575.62
300,2014-02-26,4960946789,8569.04,8626.68,8563.87,8600.86
301,2014-02-27,4544427456,8626.51,8647.9,8615.41,8639.58
302,2014-03-03,4380579514,8627.15,8628.05,8545.24,8601.98
303,2014-03-04,4208364875,8583.58,8595.59,8554.54,8554.54
304,2014-03-05,4487916315,8622.19,8652.22,8622.19,8632.93
305,2014-03-06,5162262113,8660.29,8719.17,8660.29,8713.79
306,2014-03-07,5627630997,8754.74,8787.62,8698.6,8713.96
307,2014-03-10,3996416805,8706.43,8712.88,8651.54,8665.24
308,2014-03-11,4193335663,8694.96,8716.31,8684.63,8702.33
309,2014-03-12,4289833498,8671.4,8684.73,8651.99,8684.73
310,2014-03-13,4981956101,8737.81,8768.66,8732.15,8747.79
311,2014-03-14,4167290223,8697.73,8709.56,8677.81,8687.63
312,2014-03-17,4133190944,8697.26,8708.4,8662.49,8700.1
313,2014-03-18,4636802848,8747.38,8759.55,8713.51,8731.94
314,2014-03-19,4727772482,8745.02,8749.8,8682.75,8689.46
315,2014-03-20,4478617817,8638.59,8638.59,8580.4,8597.33
316,2014-03-21,4411770194,8642.82,8642.82,8562.57,8577.17
317,2014-03-24,3914766709,8540.27,8605.38,8508.01,8605.38
318,2014-03-25,4103750597,8589.19,8689.3,8589.19,8689.3
319,2014-03-26,4653433331,8741.03,8746.71,8717.79,8737.27
320,2014-03-27,4746817429,8737.56,8780.42,8723.82,8779.57
321,2014-03-28,4582915112,8779.91,8812.41,8751.07,8774.64
322,2014-03-31,4079089584,8802.93,8849.28,8769.97,8849.28
323,2014-04-01,4607052896,8847.34,8873.15,8826.16,8873.15
324,2014-04-02,5131398638,8906.52,8922.79,8883.14,8905.45
325,2014-04-03,4817592891,8902.94,8913.74,8871.16,8888.54
326,2014-04-07,4514514537,8844.91,8876.44,8828.59,8876.44
327,2014-04-08,4502406930,8878.88,8899.12,8860.7,8888.25
328,2014-04-09,4660927421,8912.39,8936.57,8912.39,8930.57
329,2014-04-10,5357312931,8964.34,8978.52,8898.3,8948.1
330,2014-04-11,4617852385,8900.13,8909.97,8848.24,8908.05
331,2014-04-14,3831079928,8897.23,8899.51,8852.66,8857.42
332,2014-04-15,4431826264,8898.65,8918.94,8889.44,8916.71
333,2014-04-16,4638032795,8921.07,8968.56,8894.29,8923.82
334,2014-04-17,4916167851,8942.23,8962.66,8921.56,8944.16
335,2014-04-18,4031283534,8994.77,9002.7,8945.56,8966.66
336,2014-04-21,3872742985,8961.52,8965.58,8938.47,8951.19
337,2014-04-22,4766759708,8956.22,8989.06,8955.19,8974.71
338,2014-04-23,5405089540,9009.59,9022.28,8947.86,8956.92
339,2014-04-24,4951922338,8968.82,8971.94,8926.55,8945.45
340,2014-04-25,6357271423,8945.81,8951.06,8749.51,8774.12
341,2014-04-28,4910988041,8680.14,8825.93,8671.65,8809.71
342,2014-04-29,4719245735,8845.6,8884.48,8833.37,8872.11
343,2014-04-30,4980417785,8885.7,8890.09,8791.44,8791.44
344,2014-05-02,4442476718,8846.86,8875.9,8839.92,8867.32
345,2014-05-05,4668596837,8895.87,8911.08,8844.45,8870.43
346,2014-05-06,5198268910,8888.45,8927.39,8853.72,8912.39
347,2014-05-07,5025079398,8903.72,8911.03,8856.98,8893.22
348,2014-05-08,5038369634,8925.21,8941.46,8891.74,8930.9
349,2014-05-09,4821345136,8943.14,8945.63,8878.32,8889.69
350,2014-05-12,4317054663,8893.72,8898.31,8803.43,8808.61
351,2014-05-13,4548206919,8865.61,8886.66,8809.06,8817.94
352,2014-05-14,4486473462,8842.05,8875.16,8812.19,8875.16
353,2014-05-15,3966012173,8852.92,8880.65,8839.44,8880.65
354,2014-05-16,3984610339,8857.12,8896.72,8816.92,8888.45
355,2014-05-19,4044843857,8901.54,8912.35,8877.46,8899.9
356,2014-05-20,4099695323,8922.08,8930.79,8887.79,8887.79
357,2014-05-21,3775280471,8894.16,8905.04,8848.53,8862.42
358,2014-05-22,4527962179,8899.82,8969.63,8899.82,8969.63
359,2014-05-23,4838914556,8960.79,9008.22,8960.79,9008.22
360,2014-05-26,4600514746,9040.49,9053.75,9026.77,9036.12
361,2014-05-27,4438750946,9045.08,9059.19,9035.69,9055.29
362,2014-05-28,5194553851,9072.04,9125.14,9069.89,9121.71
363,2014-05-29,5105447828,9123.46,9131.66,9093.57,9109.0
364,2014-05-30,5857533783,9130.66,9139.57,9075.91,9075.91
365,2014-06-03,4762101548,9106.61,9128.34,9070.45,9123.46
366,2014-06-04,5287757880,9135.01,9140.55,9114.18,9119.96
367,2014-06-05,5628569067,9127.56,9140.72,9094.13,9140.72
368,2014-06-06,5619838960,9167.83,9174.77,9122.56,9134.46
369,2014-06-09,5151728625,9153.93,9166.58,9138.93,9162.74
370,2014-06-10,5209580350,9181.9,9222.37,9171.75,9222.37
371,2014-06-11,5112244961,9218.5,9229.8,9204.76,9229.8
372,2014-06-12,5322398114,9209.99,9220.89,9186.79,9204.65
373,2014-06-13,4643188076,9192.73,9207.74,9171.51,9196.39
374,2014-06-16,4792106525,9196.23,9214.19,9179.56,9202.93
375,2014-06-17,5062240697,9223.02,9249.87,9200.86,9240.6
376,2014-06-18,6007971726,9257.65,9316.64,9204.35,9279.93
377,2014-06-19,4841052113,9288.69,9324.4,9283.38,9316.81
378,2014-06-20,4586760315,9330.35,9339.83,9273.79,9273.79
379,2014-06-23,5358398855,9293.06,9302.65,9225.73,9228.35
380,2014-06-24,4462633728,9232.35,9276.24,9232.35,9246.2
381,2014-06-25,4528501538,9250.13,9255.87,9229.8,9242.16
382,2014-06-26,5452723565,9273.36,9320.94,9271.35,9320.94
383,2014-06-27,4717360894,9316.89,9330.95,9303.57,9306.83
384,2014-06-30,5117717846,9332.44,9393.07,9327.89,9393.07
385,2014-07-01,6051789506,9393.07,9463.06,9374.28,9441.92
386,2014-07-02,7812593115,9482.0,9547.05,9421.87,9484.96
387,2014-07-03,6330502291,9468.78,9538.65,9449.78,9526.23
388,2014-07-04,6094825781,9525.93,9550.11,9482.94,9510.05
389,2014-07-07,6054387228,9497.27,9520.2,9454.67,9520.2
390,2014-07-08,5876461422,9515.18,9540.57,9499.17,9530.98
391,2014-07-09,5606397682,9510.0,9522.99,9478.76,9489.98
392,2014-07-10,6793776039,9512.89,9568.75,9512.89,9565.12
393,2014-07-11,6751259072,9561.71,9591.27,9478.07,9495.84
394,2014-07-14,5827394248,9497.81,9545.99,9488.12,9520.3
395,2014-07-15,6057222861,9558.42,9593.68,9547.94,9569.17
396,2014-07-16,6302070654,9570.33,9574.13,9471.65,9484.73
397,2014-07-17,6543813139,9420.11,9461.86,9373.87,9408.24
398,2014-07-18,5433411119,9335.38,9421.34,9335.38,9400.97
399,2014-07-21,4967974576,9453.78,9480.14,9426.3,9440.97
400,2014-07-22,5241712651,9453.23,9499.36,9418.74,9499.36
401,2014-07-24,6100095427,9508.26,9538.07,9483.52,9527.54
402,2014-07-25,5865850915,9519.99,9528.7,9412.48,9439.29
403,2014-07-28,5889752834,9415.9,9460.43,9385.56,9420.18
404,2014-07-29,7484381823,9457.8,9483.75,9357.32,9391.88
405,2014-07-30,6195045121,9409.62,9456.03,9398.82,9447.02
406,2014-07-31,6057370054,9436.04,9438.97,9313.87,9315.85
407,2014-08-01,5955410437,9223.75,9274.64,9201.83,9266.51
408,2014-08-04,5324203289,9280.29,9330.19,9258.18,9330.19
409,2014-08-05,6143560812,9316.82,9316.82,9141.44,9141.44
