,date,volume,open,high,low,close,label,MA-5,MA-10,MA-20,MA-60,RSI-14,MACD,MACD_signal,MACD_hist,MarginPurchaseBuy,MarginPurchaseCashRepayment,MarginPurchaseLimit,MarginPurchaseSell,MarginPurchaseTodayBalance,MarginPurchaseYesterdayBalance,Note,OffsetLoanAndShort,ShortSaleBuy,ShortSaleCashRepayment,ShortSaleLimit,ShortSaleSell,ShortSaleTodayBalance,ShortSaleYesterdayBalance,buy,sell,InternationalCode,ForeignInvestmentRemainingShares,ForeignInvestmentShares,ForeignInvestmentRemainRatio,ForeignInvestmentSharesRatio,ForeignInvestmentUpperLimitRatio,ChineseInvestmentUpperLimitRatio,NumberOfSharesIssued,RecentlyDeclareDate,MarginShortSalesPreviousDayBalance,MarginShortSalesShortSales,MarginShortSalesShortCovering,MarginShortSalesStockRedemption,MarginShortSalesCurrentDayBalance,MarginShortSalesQuota,SBLShortSalesPreviousDayBalance,SBLShortSalesShortSales,SBLShortSalesReturns,SBLShortSalesAdjustments,SBLShortSalesCurrentDayBalance,SBLShortSalesQuota,SBLShortSalesShortCovering
19,2012-12-27,926185,61.4,61.7,60.8,61.5,0.0,0.008196721311475644,-0.005819592628516223,0.006793811901448787,,60.978930608990346,,,,894,9,6480927,186,15658,14959, ,655,133,0,6480927,41,7394,7486,17866012,14279346,TW0002330008,5775580154,20145129205,22.28,77.71,100.0,100.0,25920709359,2012-05-18,7486000.0,41000.0,133000.0,0.0,7394000.0,-2109007020.0,52344274.0,2000.0,419547.0,0.0,51926727.0,7455854.0,0.0
20,2012-12-28,1558046,62.7,62.7,61.3,61.3,0.0,0.003601833660772972,-0.006321932241854671,0.001470347982355764,,59.6086478206275,,,,687,22,6480927,1121,15202,15658, ,290,228,3,6480927,171,7334,7394,19748000,11972517,TW0002330008,5767301671,20153407688,22.24,77.75,100.0,100.0,25920709359,2012-05-18,7394000.0,171000.0,228000.0,3000.0,7334000.0,-2109007020.0,51926727.0,10000.0,1600000.0,100000.0,50436727.0,7467166.0,0.0
21,2013-01-02,2271945,62.1,63.3,61.5,63.1,0.0,0.023685918234912645,0.023353876094712785,0.028022157054415218,,66.83252020152047,,,,2883,0,6480927,2862,15223,15202, ,1691,102,0,6480927,701,7933,7334,25530489,10422316,TW0002330008,5750905977,20169803382,22.18,77.81,100.0,100.0,25920709359,2012-05-18,7334000.0,701000.0,102000.0,0.0,7933000.0,-2109007020.0,50436727.0,508000.0,12000.0,494000.0,51426727.0,7594981.0,0.0
22,2013-01-03,2191207,63.8,64.1,63.1,63.1,0.0,0.01708575112830459,0.02435064935064923,0.024932997644765992,,66.83252020152047,,,,1141,1,6480927,2291,14072,15223, ,812,257,0,6480927,394,8070,7933,34741100,20442912,TW0002330008,5735950789,20184758570,22.12,77.87,100.0,100.0,25920709359,2012-05-18,7933000.0,394000.0,257000.0,0.0,8070000.0,-2109007020.0,51426727.0,156000.0,2200000.0,0.0,49382727.0,7688803.0,0.0
23,2013-01-04,2979506,63.1,64.5,62.6,64.2,0.0,0.024904214559387242,0.03967611336032369,0.038666882381491914,,70.56376300128267,,,,367,1,6480927,1227,13211,14072, ,367,128,1,6480927,137,8078,8070,34725806,25683195,TW0002330008,5726636178,20194073181,22.09,77.9,100.0,100.0,25920709359,2012-05-18,8070000.0,137000.0,128000.0,1000.0,8078000.0,-2109007020.0,49382727.0,72000.0,0.0,0.0,49454727.0,7813498.0,0.0
24,2013-01-07,2792892,63.8,63.9,62.0,62.0,0.0,-0.011794708320050811,0.002101179893324409,0.00048410521219958443,,56.80084524668497,,,,658,0,6480927,852,13017,13211, ,624,325,0,6480927,241,7994,8078,27687000,29198300,TW0002330008,5726645478,20194063881,22.09,77.9,100.0,100.0,25920709359,2012-05-18,8078000.0,241000.0,325000.0,0.0,7994000.0,-2109007020.0,49454727.0,328000.0,0.0,0.0,49782727.0,7667010.0,0.0
25,2013-01-08,1939814,61.3,62.4,60.7,61.2,1.0,-0.024234693877550735,-0.011308562197092356,-0.01417525773195869,,52.77024366479481,,,,1356,0,6480927,772,13601,13017, ,435,375,2,6480927,129,7746,7994,17586200,16551374,TW0002330008,5725104652,20195604707,22.08,77.91,100.0,100.0,25920709359,2012-05-18,7994000.0,129000.0,375000.0,2000.0,7746000.0,-2109007020.0,49782727.0,1000.0,2700000.0,0.0,47083727.0,7608328.0,0.0
26,2013-01-09,1988236,60.8,61.6,60.6,60.8,1.0,-0.023450048185030197,-0.018563357546408824,-0.021327967806840868,,50.82813323776679,,,,600,0,6480927,587,13614,13601, ,330,35,5,6480927,233,7939,7746,17511023,11221316,TW0002330008,5720385945,20200323414,22.06,77.93,100.0,100.0,25920709359,2012-05-18,7746000.0,233000.0,35000.0,5000.0,7939000.0,-2109007020.0,47083727.0,1000.0,1041000.0,0.0,46043727.0,7444940.0,0.0
27,2013-01-10,3327810,61.6,61.8,60.5,60.8,1.0,-0.016181229773462445,-0.01808785529715792,-0.01998710509348788,,50.82813323776679,,,,1174,1,6480927,750,14037,13614, ,465,79,0,6480927,142,8002,7939,31880000,28178853,TW0002330008,5717467798,20203241561,22.05,77.94,100.0,100.0,25920709359,2012-05-18,7939000.0,142000.0,79000.0,0.0,8002000.0,-2109007020.0,46043727.0,530000.0,3000000.0,0.0,43573727.0,7298430.0,0.0
28,2013-01-11,1498446,61.2,61.5,60.5,60.6,1.0,-0.007858546168958461,-0.020368574199806207,-0.021949644932213987,,49.76605285323195,,,,312,12,6480927,620,13717,14037, ,176,78,0,6480927,202,8126,8002,19195186,11318515,TW0002330008,5709272127,20211437232,22.02,77.97,100.0,100.0,25920709359,2012-05-18,8002000.0,202000.0,78000.0,0.0,8126000.0,-2109007020.0,43573727.0,164000.0,0.0,0.0,43737727.0,7074947.0,0.0
